id|siCardNumber|twentyFourHour|weekDay|fourWeekCounter|twelveHourTimer|subSecond|origFromNode|radioMessageId|sentToMeos|createdDate
1423|1141|1|1|0|36000|0|2|1423|1|2016-04-06 00:25:19.462847
1424|1142|1|1|0|36000|0|2|1424|1|2016-04-06 00:25:24.648698
1425|1143|1|1|0|36000|0|2|1425|1|2016-04-06 00:25:29.728124
1426|1144|1|1|0|36000|0|2|1426|1|2016-04-06 00:25:34.794802
1427|1145|1|1|0|36000|0|2|1427|1|2016-04-06 00:25:39.852902
1428|1146|1|1|0|36000|0|2|1428|1|2016-04-06 00:25:45.058052
1429|1147|1|1|0|36000|0|2|1429|1|2016-04-06 00:25:50.125845
1430|1148|1|1|0|36000|0|2|1430|1|2016-04-06 00:25:55.213374
1431|1149|1|1|0|36000|0|2|1431|1|2016-04-06 00:26:00.392467
1432|1150|1|1|0|36000|0|2|1432|1|2016-04-06 00:26:05.458553
1433|1151|1|1|0|36000|0|2|1433|1|2016-04-06 00:26:10.626433
1434|1152|1|1|0|36000|0|2|1434|1|2016-04-06 00:26:15.568951
1435|1153|1|1|0|36000|0|2|1435|1|2016-04-06 00:26:20.760422
1436|1154|1|1|0|36000|0|2|1436|1|2016-04-06 00:26:25.824410
1437|1155|1|1|0|36000|0|2|1437|1|2016-04-06 00:26:30.903216
1438|1156|1|1|0|36000|0|2|1438|1|2016-04-06 00:26:35.972312
1439|1157|1|1|0|36000|0|2|1439|1|2016-04-06 00:26:41.037513
1440|1158|1|1|0|36000|0|2|1440|1|2016-04-06 00:26:46.224406
1441|1159|1|1|0|36000|0|2|1441|1|2016-04-06 00:26:51.278493
1442|1160|1|1|0|36000|0|2|1442|1|2016-04-06 00:26:56.455107
1443|1161|1|1|0|36000|0|2|1443|1|2016-04-06 00:27:01.542893
1444|1162|1|1|0|36000|0|2|1444|1|2016-04-06 00:27:06.630130
1445|1163|1|1|0|36000|0|2|1445|1|2016-04-06 00:27:11.709971
1446|1164|1|1|0|36000|0|2|1446|1|2016-04-06 00:27:16.774753
1447|1165|1|1|0|36000|0|2|1447|1|2016-04-06 00:27:21.949446
1448|1166|1|1|0|36000|0|2|1448|1|2016-04-06 00:27:27.044721
1449|1167|1|1|0|36000|0|2|1449|1|2016-04-06 00:27:32.005402
1450|1168|1|1|0|36000|0|2|1450|1|2016-04-06 00:27:37.194183
1451|1169|1|1|0|36000|0|2|1451|1|2016-04-06 00:27:42.380966
1452|1170|1|1|0|36000|0|2|1452|1|2016-04-06 00:27:47.453398
1453|1171|1|1|0|36000|0|2|1453|1|2016-04-06 00:27:52.524221
1454|1172|1|1|0|36000|0|2|1454|1|2016-04-06 00:27:57.586397
1455|1173|1|1|0|36000|0|2|1455|1|2016-04-06 00:28:02.763636
1456|1174|1|1|0|36000|0|2|1456|1|2016-04-06 00:28:07.839266
1457|1175|1|1|0|36000|0|2|1457|1|2016-04-06 00:28:12.922294
1458|1176|1|1|0|36000|0|2|1458|1|2016-04-06 00:28:18.116014
1459|1177|1|1|0|36000|0|2|1459|1|2016-04-06 00:28:23.076976
1460|1178|1|1|0|36000|0|2|1460|1|2016-04-06 00:28:28.260405
1461|1179|1|1|0|36000|0|2|1461|1|2016-04-06 00:28:33.346108
1462|1180|1|1|0|36000|0|2|1462|1|2016-04-06 00:28:38.534120
1463|1181|1|1|0|36000|0|2|1463|1|2016-04-06 00:28:43.618973
1464|1182|1|1|0|36000|0|2|1464|1|2016-04-06 00:28:48.706315
1465|1183|1|1|0|36000|0|2|1465|1|2016-04-06 00:28:53.805356
1466|1184|1|1|0|36000|0|2|1466|1|2016-04-06 00:28:59.086061
1467|1185|1|1|0|36000|0|2|1467|1|2016-04-06 00:29:04.049716
1468|1186|1|1|0|36000|0|2|1468|1|2016-04-06 00:29:09.007479
1469|1187|1|1|0|36000|0|2|1469|1|2016-04-06 00:29:14.084381
1470|1188|1|1|0|36000|0|2|1470|1|2016-04-06 00:29:19.270619
1471|1189|1|1|0|36000|0|2|1471|1|2016-04-06 00:29:24.348544
1472|1190|1|1|0|36000|0|2|1472|1|2016-04-06 00:29:29.470337
1473|1191|1|1|0|36000|0|2|1473|1|2016-04-06 00:29:34.604329
1474|1192|1|1|0|36000|0|2|1474|1|2016-04-06 00:29:39.730008
1475|1193|1|1|0|36000|0|2|1475|1|2016-04-06 00:29:44.777103
1476|1194|1|1|0|36000|0|2|1476|1|2016-04-06 00:29:49.911772
1477|1195|1|1|0|36000|0|2|1477|1|2016-04-06 00:29:54.969525
1478|1196|1|1|0|36000|0|2|1478|1|2016-04-06 00:29:59.998928
1479|1197|1|1|0|36000|0|2|1479|1|2016-04-06 00:30:05.140079
1480|1198|1|1|0|36000|0|2|1480|1|2016-04-06 00:30:10.282203
1481|1199|1|1|0|36000|0|2|1481|1|2016-04-06 00:30:15.366462
1482|1200|1|1|0|36000|0|2|1482|1|2016-04-06 00:30:20.504573
1483|1201|1|1|0|36000|0|2|1483|1|2016-04-06 00:30:25.646972
1484|1202|1|1|0|36000|0|2|1484|1|2016-04-06 00:30:30.782525
1485|1203|1|1|0|36000|0|2|1485|1|2016-04-06 00:30:35.918539
1486|1204|1|1|0|36000|0|2|1486|1|2016-04-06 00:30:40.948643
1487|1205|1|1|0|36000|0|2|1487|1|2016-04-06 00:30:46.147712
1488|1206|1|1|0|36000|0|2|1488|1|2016-04-06 00:30:51.245524
1489|1207|1|1|0|36000|0|2|1489|1|2016-04-06 00:30:56.231740
1490|1208|1|1|0|36000|0|2|1490|1|2016-04-06 00:31:01.438765
1491|1209|1|1|0|36000|0|2|1491|1|2016-04-06 00:31:06.530317
1492|1210|1|1|0|36000|0|2|1492|1|2016-04-06 00:31:11.615035
1493|1211|1|1|0|36000|0|2|1493|1|2016-04-06 00:31:16.689963
1494|1212|1|1|0|36000|0|2|1494|1|2016-04-06 00:31:21.781980
1495|1213|1|1|0|36000|0|2|1495|1|2016-04-06 00:31:26.872981
1496|1214|1|1|0|36000|0|2|1496|1|2016-04-06 00:31:32.073477
1497|1215|1|1|0|36000|0|2|1497|1|2016-04-06 00:31:37.152474
1498|1216|1|1|0|36000|0|2|1498|1|2016-04-06 00:31:42.146980
1499|1217|1|1|0|36000|0|2|1499|1|2016-04-06 00:31:47.374412
1500|1218|1|1|0|36000|0|2|1500|1|2016-04-06 00:31:52.467344
1501|1219|1|1|0|36000|0|2|1501|1|2016-04-06 00:31:57.566213
1502|1220|1|1|0|36000|0|2|1502|1|2016-04-06 00:32:02.649789
1503|1221|1|1|0|36000|0|2|1503|1|2016-04-06 00:32:07.854551
1504|1222|1|1|0|36000|0|2|1504|1|2016-04-06 00:32:12.957007
1505|1223|1|1|0|36000|0|2|1505|1|2016-04-06 00:32:18.049634
1506|1224|1|1|0|36000|0|2|1506|1|2016-04-06 00:32:23.150715
1507|1225|1|1|0|36000|0|2|1507|1|2016-04-06 00:32:28.364103
1508|1226|1|1|0|36000|0|2|1508|1|2016-04-06 00:32:33.411325
1509|1227|1|1|0|36000|0|2|1509|1|2016-04-06 00:32:38.403034
1510|1228|1|1|0|36000|0|2|1510|1|2016-04-06 00:32:43.611616
1511|1229|1|1|0|36000|0|2|1511|1|2016-04-06 00:32:48.724490
1512|1230|1|1|0|36000|0|2|1512|1|2016-04-06 00:32:53.815296
1513|1231|1|1|0|36000|0|2|1513|1|2016-04-06 00:32:58.913337
1514|1232|1|1|0|36000|0|2|1514|1|2016-04-06 00:33:03.905077
1515|1233|1|1|0|36000|0|2|1515|1|2016-04-06 00:33:09.113740
1516|1234|1|1|0|36000|0|2|1516|1|2016-04-06 00:33:14.261846
1517|1235|1|1|0|36000|0|2|1517|1|2016-04-06 00:33:19.363347
1518|1236|1|1|0|36000|0|2|1518|1|2016-04-06 00:33:24.352221
1519|1237|1|1|0|36000|0|2|1519|1|2016-04-06 00:33:29.448172
1520|1238|1|1|0|36000|0|2|1520|1|2016-04-06 00:33:34.579019
1521|1239|1|1|0|36000|0|2|1521|1|2016-04-06 00:33:39.671657
1522|1240|1|1|0|36000|0|2|1522|1|2016-04-06 00:33:44.898163
1523|1241|1|1|0|36000|0|2|1523|1|2016-04-06 00:33:50.000316
1524|1242|1|1|0|36000|0|2|1524|1|2016-04-06 00:33:55.139525
1525|1243|1|1|0|36000|0|2|1525|1|2016-04-06 00:34:00.134926
1526|1244|1|1|0|36000|0|2|1526|1|2016-04-06 00:34:05.368400
1527|1245|1|1|0|36000|0|2|1527|1|2016-04-06 00:34:10.472855
1528|1246|1|1|0|36000|0|2|1528|1|2016-04-06 00:34:15.474030
1529|1247|1|1|0|36000|0|2|1529|1|2016-04-06 00:34:20.586861
1530|1248|1|1|0|36000|0|2|1530|1|2016-04-06 00:34:25.695409
1531|1249|1|1|0|36000|0|2|1531|1|2016-04-06 00:34:30.816978
1532|1250|1|1|0|36000|0|2|1532|1|2016-04-06 00:34:36.026266
1533|1251|1|1|0|36000|0|2|1533|1|2016-04-06 00:34:41.017131
1534|1252|1|1|0|36000|0|2|1534|1|2016-04-06 00:34:46.225258
1535|1253|1|1|0|36000|0|2|1535|1|2016-04-06 00:34:51.213596
1536|1254|1|1|0|36000|0|2|1536|1|2016-04-06 00:34:56.416549
1537|1255|1|1|0|36000|0|2|1537|1|2016-04-06 00:35:01.526715
1538|1256|1|1|0|36000|0|2|1538|1|2016-04-06 00:35:06.635969
1539|1257|1|1|0|36000|0|2|1539|1|2016-04-06 00:35:11.733557
1540|1258|1|1|0|36000|0|2|1540|1|2016-04-06 00:35:16.833716
1541|1259|1|1|0|36000|0|2|1541|1|2016-04-06 00:35:21.926990
1542|1260|1|1|0|36000|0|2|1542|1|2016-04-06 00:35:27.140194
1543|1261|1|1|0|36000|0|2|1543|1|2016-04-06 00:35:32.291461
1544|1262|1|1|0|36000|0|2|1544|1|2016-04-06 00:35:37.328214
1545|1263|1|1|0|36000|0|2|1545|1|2016-04-06 00:35:42.476870
1546|1264|1|1|0|36000|0|2|1546|1|2016-04-06 00:35:47.633161
1547|1265|1|1|0|36000|0|2|1547|1|2016-04-06 00:35:52.760534
1548|1266|1|1|0|36000|0|2|1548|1|2016-04-06 00:35:57.759514
1549|1267|1|1|0|36000|0|2|1549|1|2016-04-06 00:36:02.796674
1550|1268|1|1|0|36000|0|2|1550|1|2016-04-06 00:36:07.948593
1551|1269|1|1|0|36000|0|2|1551|1|2016-04-06 00:36:13.098628
1552|1270|1|1|0|36000|0|2|1552|1|2016-04-06 00:36:18.211023
1553|1271|1|1|0|36000|0|2|1553|1|2016-04-06 00:36:23.316384
1554|1272|1|1|0|36000|0|2|1554|1|2016-04-06 00:36:28.515770
1555|1273|1|1|0|36000|0|2|1555|1|2016-04-06 00:36:33.538471
1556|1274|1|1|0|36000|0|2|1556|1|2016-04-06 00:36:38.643096
1557|1275|1|1|0|36000|0|2|1557|1|2016-04-06 00:36:43.751779
1558|1276|1|1|0|36000|0|2|1558|1|2016-04-06 00:36:48.844866
1559|1277|1|1|0|36000|0|2|1559|1|2016-04-06 00:36:53.991236
1560|1278|1|1|0|36000|0|2|1560|1|2016-04-06 00:36:59.145535
1561|1279|1|1|0|36000|0|2|1561|1|2016-04-06 00:37:04.258172
1562|1280|1|1|0|36000|0|2|1562|1|2016-04-06 00:37:09.365962
1563|1281|1|1|0|36000|0|2|1563|1|2016-04-06 00:37:14.467292
1564|1282|1|1|0|36000|0|2|1564|1|2016-04-06 00:37:19.577133
1565|1283|1|1|0|36000|0|2|1565|1|2016-04-06 00:37:24.688861
1566|1284|1|1|0|36000|0|2|1566|1|2016-04-06 00:37:29.800625
1567|1285|1|1|0|36000|0|2|1567|1|2016-04-06 00:37:35.009329
1568|1286|1|1|0|36000|0|2|1568|1|2016-04-06 00:37:39.997212
1569|1287|1|1|0|36000|0|2|1569|1|2016-04-06 00:37:45.103565
1570|1288|1|1|0|36000|0|2|1570|1|2016-04-06 00:37:50.213731
1571|1289|1|1|0|36000|0|2|1571|1|2016-04-06 00:37:55.319771
1572|1290|1|1|0|36000|0|2|1572|1|2016-04-06 00:38:00.531470
1573|1291|1|1|0|36000|0|2|1573|1|2016-04-06 00:38:05.523485
1574|1292|1|1|0|36000|0|2|1574|1|2016-04-06 00:38:10.747759
1575|1293|1|1|0|36000|0|2|1575|1|2016-04-06 00:38:15.748895
1576|1294|1|1|0|36000|0|2|1576|1|2016-04-06 00:38:20.954346
1577|1295|1|1|0|36000|0|2|1577|1|2016-04-06 00:38:25.953846
1578|1296|1|1|0|36000|0|2|1578|1|2016-04-06 00:38:31.152823
1579|1297|1|1|0|36000|0|2|1579|1|2016-04-06 00:38:36.214629
1580|1298|1|1|0|36000|0|2|1580|1|2016-04-06 00:38:41.432551
1581|1299|1|1|0|36000|0|2|1581|1|2016-04-06 00:38:46.540532
1582|1300|1|1|0|36000|0|2|1582|1|2016-04-06 00:38:51.545510
1583|1301|1|1|0|36000|0|2|1583|1|2016-04-06 00:38:56.641577
1584|1302|1|1|0|36000|0|2|1584|1|2016-04-06 00:39:01.738370
1585|1303|1|1|0|36000|0|2|1585|1|2016-04-06 00:39:06.847523
1586|1304|1|1|0|36000|0|2|1586|1|2016-04-06 00:39:11.953244
1587|1305|1|1|0|36000|0|2|1587|1|2016-04-06 00:39:17.066405
1588|1306|1|1|0|36000|0|2|1588|1|2016-04-06 00:39:22.178456
1589|1307|1|1|0|36000|0|2|1589|1|2016-04-06 00:39:27.294571
1590|1308|1|1|0|36000|0|2|1590|1|2016-04-06 00:39:32.404625
1591|1309|1|1|0|36000|0|2|1591|1|2016-04-06 00:39:37.516803
1592|1310|1|1|0|36000|0|2|1592|1|2016-04-06 00:39:42.644228
1593|1311|1|1|0|36000|0|2|1593|1|2016-04-06 00:39:47.766518
1594|1312|1|1|0|36000|0|2|1594|1|2016-04-06 00:39:52.889943
1595|1313|1|1|0|36000|0|2|1595|1|2016-04-06 00:39:57.892305
1596|1314|1|1|0|36000|0|2|1596|1|2016-04-06 00:40:02.993017
1597|1315|1|1|0|36000|0|2|1597|1|2016-04-06 00:40:08.102526
1598|1316|1|1|0|36000|0|2|1598|1|2016-04-06 00:40:13.219000
1599|1317|1|1|0|36000|0|2|1599|1|2016-04-06 00:40:18.361535
1600|1318|1|1|0|36000|0|2|1600|1|2016-04-06 00:40:23.472164
1601|1319|1|1|0|36000|0|2|1601|1|2016-04-06 00:40:28.583254
1602|1320|1|1|0|36000|0|2|1602|1|2016-04-06 00:40:33.598872
1603|1321|1|1|0|36000|0|2|1603|1|2016-04-06 00:40:38.703188
1604|1322|1|1|0|36000|0|2|1604|1|2016-04-06 00:40:43.812619
1605|1323|1|1|0|36000|0|2|1605|1|2016-04-06 00:40:48.932987
1606|1324|1|1|0|36000|0|2|1606|1|2016-04-06 00:40:54.054564
1607|1325|1|1|0|36000|0|2|1607|1|2016-04-06 00:40:59.170510
1608|1326|1|1|0|36000|0|2|1608|1|2016-04-06 00:41:04.399687
1609|1327|1|1|0|36000|0|2|1609|1|2016-04-06 00:41:09.419846
1610|1328|1|1|0|36000|0|2|1610|1|2016-04-06 00:41:14.573341
1611|1329|1|1|0|36000|0|2|1611|1|2016-04-06 00:41:19.676573
1612|1330|1|1|0|36000|0|2|1612|1|2016-04-06 00:41:24.821312
1613|1331|1|1|0|36000|0|2|1613|1|2016-04-06 00:41:29.821761
1614|1332|1|1|0|36000|0|2|1614|1|2016-04-06 00:41:35.053810
1615|1333|1|1|0|36000|0|2|1615|1|2016-04-06 00:41:40.060198
1616|1334|1|1|0|36000|0|2|1616|1|2016-04-06 00:41:45.176854
1617|1335|1|1|0|36000|0|2|1617|1|2016-04-06 00:41:50.211068
1618|1336|1|1|0|36000|0|2|1618|1|2016-04-06 00:41:55.318967
1619|1337|1|1|0|36000|0|2|1619|1|2016-04-06 00:42:00.432389
1620|1338|1|1|0|36000|0|2|1620|1|2016-04-06 00:42:05.556010
1621|1339|1|1|0|36000|0|2|1621|1|2016-04-06 00:42:10.678935
1622|1340|1|1|0|36000|0|2|1622|1|2016-04-06 00:42:15.682142
1623|1341|1|1|0|36000|0|2|1623|1|2016-04-06 00:42:20.899598
1624|1342|1|1|0|36000|0|2|1624|1|2016-04-06 00:42:26.011179
1625|1343|1|1|0|36000|0|2|1625|1|2016-04-06 00:42:31.010344
1626|1344|1|1|0|36000|0|2|1626|1|2016-04-06 00:42:36.229801
1627|1345|1|1|0|36000|0|2|1627|1|2016-04-06 00:42:41.374206
1628|1346|1|1|0|36000|0|2|1628|1|2016-04-06 00:42:46.489729
1629|1347|1|1|0|36000|0|2|1629|1|2016-04-06 00:42:51.513572
1630|1348|1|1|0|36000|0|2|1630|1|2016-04-06 00:42:56.653013
1631|1349|1|1|0|36000|0|2|1631|1|2016-04-06 00:43:01.817010
1632|1350|1|1|0|36000|0|2|1632|1|2016-04-06 00:43:06.939412
1633|1351|1|1|0|36000|0|2|1633|1|2016-04-06 00:43:12.060397
1634|1352|1|1|0|36000|0|2|1634|1|2016-04-06 00:43:17.184930
1635|1353|1|1|0|36000|0|2|1635|1|2016-04-06 00:43:22.203125
1636|1354|1|1|0|36000|0|2|1636|1|2016-04-06 00:43:27.324581
1637|1355|1|1|0|36000|0|2|1637|1|2016-04-06 00:43:32.352094
1638|1356|1|1|0|36000|0|2|1638|1|2016-04-06 00:43:37.368912
1639|1357|1|1|0|36000|0|2|1639|1|2016-04-06 00:43:42.524175
1640|1358|1|1|0|36000|0|2|1640|1|2016-04-06 00:43:47.634611
1641|1359|1|1|0|36000|0|2|1641|1|2016-04-06 00:43:52.693433
1642|1360|1|1|0|36000|0|2|1642|1|2016-04-06 00:43:57.931883
1643|1361|1|1|0|36000|0|2|1643|1|2016-04-06 00:44:02.958192
1644|1362|1|1|0|36000|0|2|1644|1|2016-04-06 00:44:08.121387
1645|1363|1|1|0|36000|0|2|1645|1|2016-04-06 00:44:13.252488
1646|1364|1|1|0|36000|0|2|1646|1|2016-04-06 00:44:18.273374
1647|1365|1|1|0|36000|0|2|1647|1|2016-04-06 00:44:23.399347
1648|1366|1|1|0|36000|0|2|1648|1|2016-04-06 00:44:28.520905
1649|1367|1|1|0|36000|0|2|1649|1|2016-04-06 00:44:33.551308
1650|1368|1|1|0|36000|0|2|1650|1|2016-04-06 00:44:38.788961
1651|1369|1|1|0|36000|0|2|1651|1|2016-04-06 00:44:43.915556
1652|1370|1|1|0|36000|0|2|1652|1|2016-04-06 00:44:49.043257
1653|1371|1|1|0|36000|0|2|1653|1|2016-04-06 00:44:54.052019
1654|1372|1|1|0|36000|0|2|1654|1|2016-04-06 00:44:59.294165
1655|1373|1|1|0|36000|0|2|1655|1|2016-04-06 00:45:04.312019
1656|1374|1|1|0|36000|0|2|1656|1|2016-04-06 00:45:09.440249
1657|1375|1|1|0|36000|0|2|1657|1|2016-04-06 00:45:14.488852
1658|1376|1|1|0|36000|0|2|1658|1|2016-04-06 00:45:19.614293
1659|1377|1|1|0|36000|0|2|1659|1|2016-04-06 00:45:24.742066
1660|1378|1|1|0|36000|0|2|1660|1|2016-04-06 00:45:29.876546
1661|1379|1|1|0|36000|0|2|1661|1|2016-04-06 00:45:34.879674
1662|1380|1|1|0|36000|0|2|1662|1|2016-04-06 00:45:40.024462
1663|1381|1|1|0|36000|0|2|1663|1|2016-04-06 00:45:45.144624
1664|1382|1|1|0|36000|0|2|1664|1|2016-04-06 00:45:50.269512
1665|1383|1|1|0|36000|0|2|1665|1|2016-04-06 00:45:55.404998
1666|1384|1|1|0|36000|0|2|1666|1|2016-04-06 00:46:00.421138
1667|1385|1|1|0|36000|0|2|1667|1|2016-04-06 00:46:05.556300
1668|1386|1|1|0|36000|0|2|1668|1|2016-04-06 00:46:10.688528
1669|1387|1|1|0|36000|0|2|1669|1|2016-04-06 00:46:15.748949
1670|1388|1|1|0|36000|0|2|1670|1|2016-04-06 00:46:20.931530
1671|1389|1|1|0|36000|0|2|1671|1|2016-04-06 00:46:25.989267
1672|1390|1|1|0|36000|0|2|1672|1|2016-04-06 00:46:31.160580
1673|1391|1|1|0|36000|0|2|1673|1|2016-04-06 00:46:36.321972
1674|1392|1|1|0|36000|0|2|1674|1|2016-04-06 00:46:41.385341
1675|1393|1|1|0|36000|0|2|1675|1|2016-04-06 00:46:46.443733
1676|1394|1|1|0|36000|0|2|1676|1|2016-04-06 00:46:51.614933
1677|1395|1|1|0|36000|0|2|1677|1|2016-04-06 00:46:56.752986
1678|1396|1|1|0|36000|0|2|1678|1|2016-04-06 00:47:01.764960
1679|1397|1|1|0|36000|0|2|1679|1|2016-04-06 00:47:06.777652
1680|1398|1|1|0|36000|0|2|1680|1|2016-04-06 00:47:11.914830
1681|1399|1|1|0|36000|0|2|1681|1|2016-04-06 00:47:17.050447
1682|1400|1|1|0|36000|0|2|1682|1|2016-04-06 00:47:22.173488
1683|1401|1|1|0|36000|0|2|1683|1|2016-04-06 00:47:27.303680
1684|1402|1|1|0|36000|0|2|1684|1|2016-04-06 00:47:32.361936
1685|1403|1|1|0|36000|0|2|1685|1|2016-04-06 00:47:37.503345
1686|1404|1|1|0|36000|0|2|1686|1|2016-04-06 00:47:42.538818
1687|1405|1|1|0|36000|0|2|1687|1|2016-04-06 00:47:47.670631
1688|1406|1|1|0|36000|0|2|1688|1|2016-04-06 00:47:52.756445
1689|1407|1|1|0|36000|0|2|1689|1|2016-04-06 00:47:57.824730
1690|1408|1|1|0|36000|0|2|1690|1|2016-04-06 00:48:02.961859
1691|1409|1|1|0|36000|0|2|1691|1|2016-04-06 00:48:08.084559
1692|1410|1|1|0|36000|0|2|1692|1|2016-04-06 00:48:13.215179
1693|1411|1|1|0|36000|0|2|1693|1|2016-04-06 00:48:18.356812
1694|1412|1|1|0|36000|0|2|1694|1|2016-04-06 00:48:23.477891
1695|1413|1|1|0|36000|0|2|1695|1|2016-04-06 00:48:28.527333
1696|1414|1|1|0|36000|0|2|1696|1|2016-04-06 00:48:33.649988
1697|1415|1|1|0|36000|0|2|1697|1|2016-04-06 00:48:38.779279
1698|1416|1|1|0|36000|0|2|1698|1|2016-04-06 00:48:43.918093
1699|1417|1|1|0|36000|0|2|1699|1|2016-04-06 00:48:49.042658
1700|1418|1|1|0|36000|0|2|1700|1|2016-04-06 00:48:54.088784
1701|1419|1|1|0|36000|0|2|1701|1|2016-04-06 00:48:59.113496
1702|1420|1|1|0|36000|0|2|1702|1|2016-04-06 00:49:04.244296
1703|1421|1|1|0|36000|0|2|1703|1|2016-04-06 00:49:09.403158
1704|1422|1|1|0|36000|0|2|1704|1|2016-04-06 00:49:14.545923
1705|1423|1|1|0|36000|0|2|1705|1|2016-04-06 00:49:19.580338
1706|1424|1|1|0|36000|0|2|1706|1|2016-04-06 00:49:24.716791
1707|1425|1|1|0|36000|0|2|1707|1|2016-04-06 00:49:29.852956
1708|1426|1|1|0|36000|0|2|1708|1|2016-04-06 00:49:34.999199
1709|1427|1|1|0|36000|0|2|1709|1|2016-04-06 00:49:40.025680
1710|1428|1|1|0|36000|0|2|1710|1|2016-04-06 00:49:45.162209
1711|1429|1|1|0|36000|0|2|1711|1|2016-04-06 00:49:50.299379
1712|1430|1|1|0|36000|0|2|1712|1|2016-04-06 00:49:55.459425
1713|1431|1|1|0|36000|0|2|1713|1|2016-04-06 00:50:00.592763
1714|1432|1|1|0|36000|0|2|1714|1|2016-04-06 00:50:05.625597
1715|1433|1|1|0|36000|0|2|1715|1|2016-04-06 00:50:10.657765
1716|1434|1|1|0|36000|0|2|1716|1|2016-04-06 00:50:15.814677
1717|1435|1|1|0|36000|0|2|1717|1|2016-04-06 00:50:20.953433
1718|1436|1|1|0|36000|0|2|1718|1|2016-04-06 00:50:26.092398
1719|1437|1|1|0|36000|0|2|1719|1|2016-04-06 00:50:31.258645
1720|1438|1|1|0|36000|0|2|1720|1|2016-04-06 00:50:36.285856
1721|1439|1|1|0|36000|0|2|1721|1|2016-04-06 00:50:41.333208
1722|1440|1|1|0|36000|0|2|1722|1|2016-04-06 00:50:46.475469
1723|1441|1|1|0|36000|0|2|1723|1|2016-04-06 00:50:51.547788
1724|1442|1|1|0|36000|0|2|1724|1|2016-04-06 00:50:56.730456
1725|1443|1|1|0|36000|0|2|1725|1|2016-04-06 00:51:01.799473
1726|1444|1|1|0|36000|0|2|1726|1|2016-04-06 00:51:06.887453
1727|1445|1|1|0|36000|0|2|1727|1|2016-04-06 00:51:11.961007
1728|1446|1|1|0|36000|0|2|1728|1|2016-04-06 00:51:17.059810
1729|1447|1|1|0|36000|0|2|1729|1|2016-04-06 00:51:22.125959
1730|1448|1|1|0|36000|0|2|1730|1|2016-04-06 00:51:27.308330
1731|1449|1|1|0|36000|0|2|1731|1|2016-04-06 00:51:32.373749
1732|1450|1|1|0|36000|0|2|1732|1|2016-04-06 00:51:37.548050
1733|1451|1|1|0|36000|0|2|1733|1|2016-04-06 00:51:42.617440
1734|1452|1|1|0|36000|0|2|1734|1|2016-04-06 00:51:47.687784
1735|1453|1|1|0|36000|0|2|1735|1|2016-04-06 00:51:52.894667
1736|1454|1|1|0|36000|0|2|1736|1|2016-04-06 00:51:57.959534
1737|1455|1|1|0|36000|0|2|1737|1|2016-04-06 00:52:03.031617
1738|1456|1|1|0|36000|0|2|1738|1|2016-04-06 00:52:08.213529
1739|1457|1|1|0|36000|0|2|1739|1|2016-04-06 00:52:13.405523
1740|1458|1|1|0|36000|0|2|1740|1|2016-04-06 00:52:18.363105
1741|1459|1|1|0|36000|0|2|1741|1|2016-04-06 00:52:23.432861
1742|1460|1|1|0|36000|0|2|1742|1|2016-04-06 00:52:28.625259
1743|1461|1|1|0|36000|0|2|1743|1|2016-04-06 00:52:33.718805
1744|1462|1|1|0|36000|0|2|1744|1|2016-04-06 00:52:38.920192
1745|1463|1|1|0|36000|0|2|1745|1|2016-04-06 00:52:43.983294
1746|1464|1|1|0|36000|0|2|1746|1|2016-04-06 00:52:49.066186
1747|1465|1|1|0|36000|0|2|1747|1|2016-04-06 00:52:54.102479
1748|1466|1|1|0|36000|0|2|1748|1|2016-04-06 00:52:59.245200
1749|1467|1|1|0|36000|0|2|1749|1|2016-04-06 00:53:04.288169
1750|1468|1|1|0|36000|0|2|1750|1|2016-04-06 00:53:09.439603
1751|1469|1|1|0|36000|0|2|1751|1|2016-04-06 00:53:14.568361
1752|1470|1|1|0|36000|0|2|1752|1|2016-04-06 00:53:19.717917
1753|1471|1|1|0|36000|0|2|1753|1|2016-04-06 00:53:24.858868
1754|1472|1|1|0|36000|0|2|1754|1|2016-04-06 00:53:30.011836
1755|1473|1|1|0|36000|0|2|1755|1|2016-04-06 00:53:35.153969
1756|1474|1|1|0|36000|0|2|1756|1|2016-04-06 00:53:40.287056
1757|1475|1|1|0|36000|0|2|1757|1|2016-04-06 00:53:45.307442
1758|1476|1|1|0|36000|0|2|1758|1|2016-04-06 00:53:50.433647
1759|1477|1|1|0|36000|0|2|1759|1|2016-04-06 00:53:55.687291
1760|1478|1|1|0|36000|0|2|1760|1|2016-04-06 00:54:00.714019
1761|1479|1|1|0|36000|0|2|1761|1|2016-04-06 00:54:05.745743
1762|1480|1|1|0|36000|0|2|1762|1|2016-04-06 00:54:10.895599
1763|1481|1|1|0|36000|0|2|1763|1|2016-04-06 00:54:15.945541
1764|1482|1|1|0|36000|0|2|1764|1|2016-04-06 00:54:21.126674
1765|1483|1|1|0|36000|0|2|1765|1|2016-04-06 00:54:26.145426
1766|1484|1|1|0|36000|0|2|1766|1|2016-04-06 00:54:31.418384
1767|1485|1|1|0|36000|0|2|1767|1|2016-04-06 00:54:36.378742
1768|1486|1|1|0|36000|0|2|1768|1|2016-04-06 00:54:41.549022
1769|1487|1|1|0|36000|0|2|1769|1|2016-04-06 00:54:46.582243
1770|1488|1|1|0|36000|0|2|1770|1|2016-04-06 00:54:51.728858
